	Month	Weekday	Hour	Temp	Rain	zipcode	count
537	4	1	4	41.0	0.0	10029	49
538	4	1	4	41.0	0.0	10030	5
539	4	1	4	41.0	0.0	10031	10
540	4	1	4	41.0	0.0	10032	10
541	4	1	4	41.0	0.0	10033	5
542	4	1	4	41.0	0.0	10034	5
543	4	1	4	41.0	0.0	10035	36
544	4	1	4	41.0	0.0	10036	120
545	4	1	4	41.0	0.0	10037	22
546	4	1	4	41.0	0.0	10038	18
547	4	1	4	41.0	0.0	10039	4
548	4	1	4	41.0	0.0	10040	1
549	4	1	4	41.0	0.0	10044	1
550	4	1	4	41.0	0.0	10065	50
551	4	1	4	41.0	0.0	10069	3
552	4	1	4	41.0	0.0	10075	21
553	4	1	4	41.0	0.0	10112	3
554	4	1	4	41.0	0.0	10128	40
555	4	1	4	41.0	0.0	10153	2
556	4	1	4	41.0	0.0	10154	1
557	4	1	4	41.0	0.0	10270	3
558	4	1	4	41.0	0.0	10280	1
559	4	1	4	41.0	0.0	10281	2
560	4	1	4	41.0	0.0	10282	2
561	4	1	4	41.0	0.0	10451	4
562	4	1	4	41.0	0.0	10452	6
563	4	1	4	41.0	0.0	10453	4
564	4	1	4	41.0	0.0	10454	4
565	4	1	4	41.0	0.0	10455	1
566	4	1	4	41.0	0.0	10456	1
567	4	1	4	41.0	0.0	10457	1
568	4	1	4	41.0	0.0	10458	2
569	4	1	4	41.0	0.0	10459	1
570	4	1	4	41.0	0.0	10461	2
571	4	1	4	41.0	0.0	10462	1
572	4	1	4	41.0	0.0	10463	1
573	4	1	4	41.0	0.0	10472	2
576	4	1	4	41.0	0.0	11101	34
577	4	1	4	41.0	0.0	11102	7
578	4	1	4	41.0	0.0	11103	11
579	4	1	4	41.0	0.0	11104	8
580	4	1	4	41.0	0.0	11105	8
581	4	1	4	41.0	0.0	11106	21
583	4	1	4	41.0	0.0	11201	20
584	4	1	4	41.0	0.0	11203	1
585	4	1	4	41.0	0.0	11205	5
586	4	1	4	41.0	0.0	11206	15
587	4	1	4	41.0	0.0	11207	2
588	4	1	4	41.0	0.0	11209	1
589	4	1	4	41.0	0.0	11211	52
590	4	1	4	41.0	0.0	11213	5
591	4	1	4	41.0	0.0	11215	8
592	4	1	4	41.0	0.0	11216	8
593	4	1	4	41.0	0.0	11217	14
594	4	1	4	41.0	0.0	11218	1
595	4	1	4	41.0	0.0	11219	1
596	4	1	4	41.0	0.0	11221	5
597	4	1	4	41.0	0.0	11222	7
598	4	1	4	41.0	0.0	11223	1
599	4	1	4	41.0	0.0	11225	1
600	4	1	4	41.0	0.0	11226	4
601	4	1	4	41.0	0.0	11230	1
602	4	1	4	41.0	0.0	11231	1
603	4	1	4	41.0	0.0	11235	1
604	4	1	4	41.0	0.0	11237	7
605	4	1	4	41.0	0.0	11238	8
606	4	1	4	41.0	0.0	11249	9
607	4	1	4	41.0	0.0	11354	3
608	4	1	4	41.0	0.0	11355	1
609	4	1	4	41.0	0.0	11356	1
610	4	1	4	41.0	0.0	11368	5
611	4	1	4	41.0	0.0	11369	5
612	4	1	4	41.0	0.0	11370	3
613	4	1	4	41.0	0.0	11372	7
614	4	1	4	41.0	0.0	11373	117
615	4	1	4	41.0	0.0	11375	8
616	4	1	4	41.0	0.0	11377	19
617	4	1	4	41.0	0.0	11378	2
618	4	1	4	41.0	0.0	11385	3
619	4	1	4	41.0	0.0	11415	2
620	4	1	4	41.0	0.0	11418	1
621	4	1	4	41.0	0.0	11419	1
622	4	1	4	41.0	0.0	11420	2
623	4	1	4	41.0	0.0	11421	1
624	4	1	4	41.0	0.0	11430	1
625	4	1	4	41.0	0.0	11435	1
632	4	1	5	41.0	0.0	10001	165
633	4	1	5	41.0	0.0	10002	93
634	4	1	5	41.0	0.0	10003	151
635	4	1	5	41.0	0.0	10004	16
636	4	1	5	41.0	0.0	10005	25
637	4	1	5	41.0	0.0	10006	6
638	4	1	5	41.0	0.0	10007	36
639	4	1	5	41.0	0.0	10009	105
640	4	1	5	41.0	0.0	10010	96
641	4	1	5	41.0	0.0	10011	210
642	4	1	5	41.0	0.0	10012	78
643	4	1	5	41.0	0.0	10013	79
644	4	1	5	41.0	0.0	10014	113
645	4	1	5	41.0	0.0	10016	173
646	4	1	5	41.0	0.0	10017	111
647	4	1	5	41.0	0.0	10018	103
648	4	1	5	41.0	0.0	10019	226
649	4	1	5	41.0	0.0	10020	1
650	4	1	5	41.0	0.0	10021	104
651	4	1	5	41.0	0.0	10022	159
652	4	1	5	41.0	0.0	10023	106
653	4	1	5	41.0	0.0	10024	92
654	4	1	5	41.0	0.0	10025	104
655	4	1	5	41.0	0.0	10026	22
656	4	1	5	41.0	0.0	10027	33
657	4	1	5	41.0	0.0	10028	101
658	4	1	5	41.0	0.0	10029	54
659	4	1	5	41.0	0.0	10030	6
660	4	1	5	41.0	0.0	10031	20
661	4	1	5	41.0	0.0	10032	6
662	4	1	5	41.0	0.0	10033	11
663	4	1	5	41.0	0.0	10034	9
664	4	1	5	41.0	0.0	10035	48
665	4	1	5	41.0	0.0	10036	179
666	4	1	5	41.0	0.0	10037	35
667	4	1	5	41.0	0.0	10038	23
668	4	1	5	41.0	0.0	10039	3
669	4	1	5	41.0	0.0	10040	8
670	4	1	5	41.0	0.0	10065	113
671	4	1	5	41.0	0.0	10069	9
672	4	1	5	41.0	0.0	10075	56
673	4	1	5	41.0	0.0	10107	2
674	4	1	5	41.0	0.0	10112	2
675	4	1	5	41.0	0.0	10128	100
676	4	1	5	41.0	0.0	10153	1
677	4	1	5	41.0	0.0	10154	2
678	4	1	5	41.0	0.0	10155	1
679	4	1	5	41.0	0.0	10280	6
680	4	1	5	41.0	0.0	10281	5
681	4	1	5	41.0	0.0	10282	15
682	4	1	5	41.0	0.0	10451	6
683	4	1	5	41.0	0.0	10452	2
684	4	1	5	41.0	0.0	10453	3
685	4	1	5	41.0	0.0	10454	2
686	4	1	5	41.0	0.0	10455	1
687	4	1	5	41.0	0.0	10456	3
688	4	1	5	41.0	0.0	10457	2
689	4	1	5	41.0	0.0	10458	1
690	4	1	5	41.0	0.0	10459	1
691	4	1	5	41.0	0.0	10463	1
692	4	1	5	41.0	0.0	10467	2
693	4	1	5	41.0	0.0	10468	2
694	4	1	5	41.0	0.0	10472	2
698	4	1	5	41.0	0.0	11101	36
699	4	1	5	41.0	0.0	11102	21
700	4	1	5	41.0	0.0	11103	17
701	4	1	5	41.0	0.0	11104	18
702	4	1	5	41.0	0.0	11105	8
703	4	1	5	41.0	0.0	11106	20
705	4	1	5	41.0	0.0	11201	43
706	4	1	5	41.0	0.0	11205	6
707	4	1	5	41.0	0.0	11206	13
708	4	1	5	41.0	0.0	11207	3
709	4	1	5	41.0	0.0	11208	1
710	4	1	5	41.0	0.0	11209	2
711	4	1	5	41.0	0.0	11210	2
712	4	1	5	41.0	0.0	11211	27
713	4	1	5	41.0	0.0	11213	4
