"Zipcode","DayofWeek","Hour","Temp","Rain","RFR_pred","XGB_pred","Ensemble_pred","Neighborhood"
"10466",5,2,20,0,3,4,3,"Northeast Bronx"
"10466",4,9,21,0,2,2,2,"Northeast Bronx"
"10466",1,17,25,0,1,0,3,"Northeast Bronx"
"10466",0,7,18,0,2,0,4,"Northeast Bronx"
"10466",6,8,20,0,1,0,2,"Northeast Bronx"
"10466",3,23,22,0,2,0,3,"Northeast Bronx"
"10466",6,23,23,0,1,0,2,"Northeast Bronx"
"10466",0,6,18,0,2,0,3,"Northeast Bronx"
"10466",3,22,23,0,2,0,3,"Northeast Bronx"
"10466",5,3,20,0,2,4,2,"Northeast Bronx"
"10466",2,1,21,0,3,0,4,"Northeast Bronx"
"10466",3,3,18,0,1,0,2,"Northeast Bronx"
"10466",4,15,26,0,2,2,1,"Northeast Bronx"
"10466",1,5,19,0,1,0,2,"Northeast Bronx"
"10466",4,6,19,0,3,0,3,"Northeast Bronx"
"10466",6,21,25,0,1,1,1,"Northeast Bronx"
"10466",5,20,28,0,2,5,1,"Northeast Bronx"
"10466",1,16,25,0,2,0,3,"Northeast Bronx"
"10466",2,16,30,0,2,0,3,"Northeast Bronx"
"10466",1,13,24,0,1,0,3,"Northeast Bronx"
"10466",4,22,24,0,1,5,1,"Northeast Bronx"
"10466",0,18,22,0,1,0,3,"Northeast Bronx"
"10466",5,0,23,0,3,7,2,"Northeast Bronx"
"10466",2,15,29,0,2,0,4,"Northeast Bronx"
"10466",4,3,20,0,2,1,2,"Northeast Bronx"
"10466",0,17,22,0,1,0,3,"Northeast Bronx"
"10466",1,12,23,0,1,0,3,"Northeast Bronx"
"10466",0,8,19,0,1,0,3,"Northeast Bronx"
"10466",1,21,24,0,2,0,3,"Northeast Bronx"
"10466",3,17,27,0,1,0,3,"Northeast Bronx"
"10466",5,13,27,0,1,2,1,"Northeast Bronx"
"10466",4,11,23,0,2,1,2,"Northeast Bronx"
"10466",1,20,24,0,2,0,3,"Northeast Bronx"
"10466",2,13,27,0,1,0,3,"Northeast Bronx"
"10466",6,17,27,0,2,3,1,"Northeast Bronx"
"10466",1,19,25,0,1,0,3,"Northeast Bronx"
"10466",2,22,26,0,2,0,3,"Northeast Bronx"
"10466",0,15,22,0,1,0,4,"Northeast Bronx"
"10466",5,12,25,0,2,1,2,"Northeast Bronx"
"10466",2,3,19,0,1,0,2,"Northeast Bronx"
"10466",3,6,17,0,2,0,3,"Northeast Bronx"
"10466",2,21,27,0,2,0,3,"Northeast Bronx"
"10466",1,8,20,0,2,0,2,"Northeast Bronx"
"10466",0,14,21,0,1,0,3,"Northeast Bronx"
"10466",6,14,26,0,2,2,2,"Northeast Bronx"
"10466",4,17,27,0,2,4,1,"Northeast Bronx"
"10466",1,7,19,0,2,0,3,"Northeast Bronx"
"10466",2,19,29,0,1,0,3,"Northeast Bronx"
"10466",6,13,25,0,1,1,2,"Northeast Bronx"
"10466",4,16,27,0,1,2,1,"Northeast Bronx"
"10466",6,22,24,0,1,1,1,"Northeast Bronx"
"10466",2,18,30,0,1,0,3,"Northeast Bronx"
"10466",5,9,22,0,1,1,1,"Northeast Bronx"
"10466",5,18,29,0,2,5,1,"Northeast Bronx"
"10466",6,2,20,0,3,7,2,"Northeast Bronx"
"10466",3,2,18,0,2,0,4,"Northeast Bronx"
"10466",4,23,23,0,1,5,1,"Northeast Bronx"
"10466",4,14,26,0,1,2,1,"Northeast Bronx"
"10466",4,5,19,0,2,2,2,"Northeast Bronx"
"10466",6,20,26,0,1,2,1,"Northeast Bronx"
"10466",5,16,29,0,1,3,1,"Northeast Bronx"
"10466",4,13,25,0,1,0,2,"Northeast Bronx"
"10466",3,19,26,0,2,0,3,"Northeast Bronx"
"10466",5,15,28,0,2,3,1,"Northeast Bronx"
"10466",1,3,19,0,1,0,2,"Northeast Bronx"
"10466",0,0,19,0,3,0,5,"Northeast Bronx"
"10466",5,6,19,0,2,0,3,"Northeast Bronx"
"10466",3,10,21,0,1,0,3,"Northeast Bronx"
"10466",4,12,24,0,2,1,2,"Northeast Bronx"
"10466",4,2,20,0,3,0,3,"Northeast Bronx"
"10466",2,14,28,0,1,0,3,"Northeast Bronx"
"10466",1,11,22,0,1,0,3,"Northeast Bronx"
"10466",2,20,28,0,2,0,3,"Northeast Bronx"
"10466",5,4,19,0,3,3,3,"Northeast Bronx"
"10466",0,16,22,0,1,0,3,"Northeast Bronx"
"10466",3,4,17,0,2,0,2,"Northeast Bronx"
"10466",4,1,21,0,3,0,4,"Northeast Bronx"
"10466",3,7,18,0,3,0,3,"Northeast Bronx"
"10466",4,10,22,0,2,1,2,"Northeast Bronx"
"10466",4,0,22,0,6,1,8,"Northeast Bronx"
"10466",6,19,26,0,2,2,1,"Northeast Bronx"
"10466",2,12,26,0,1,0,3,"Northeast Bronx"
"10466",3,12,23,0,1,0,3,"Northeast Bronx"
"10466",5,17,29,0,2,4,1,"Northeast Bronx"
"10466",0,23,20,0,2,0,4,"Northeast Bronx"
"10466",3,11,22,0,1,0,3,"Northeast Bronx"
"10466",5,8,20,0,2,0,2,"Northeast Bronx"
"10466",3,13,25,0,1,0,3,"Northeast Bronx"
"10466",0,1,19,0,2,0,4,"Northeast Bronx"
"10466",5,10,23,0,1,1,1,"Northeast Bronx"
"10466",1,6,19,0,2,0,3,"Northeast Bronx"
"10466",0,3,18,0,1,0,3,"Northeast Bronx"
"10466",4,7,20,0,2,0,4,"Northeast Bronx"
"10466",1,9,21,0,1,0,2,"Northeast Bronx"
"10466",2,0,22,0,3,0,4,"Northeast Bronx"
"10466",2,11,24,0,1,0,3,"Northeast Bronx"
"10466",5,23,24,0,2,6,1,"Northeast Bronx"
"10466",1,14,24,0,1,0,3,"Northeast Bronx"
"10466",3,9,20,0,1,0,2,"Northeast Bronx"
"10466",6,0,22,0,3,14,1,"Northeast Bronx"
"10466",3,20,26,0,1,0,3,"Northeast Bronx"
"10466",0,13,21,0,1,0,3,"Northeast Bronx"
"10466",4,4,19,0,2,2,2,"Northeast Bronx"
"10466",1,22,23,0,1,0,3,"Northeast Bronx"
"10466",0,9,19,0,1,0,3,"Northeast Bronx"
"10466",2,10,22,0,1,0,3,"Northeast Bronx"
"10466",0,21,21,0,2,0,4,"Northeast Bronx"
"10466",0,11,20,0,1,0,3,"Northeast Bronx"
"10466",2,8,20,0,2,0,3,"Northeast Bronx"
"10466",0,2,19,0,2,0,4,"Northeast Bronx"
"10466",5,5,19,0,2,0,2,"Northeast Bronx"
"10466",0,10,19,0,1,0,3,"Northeast Bronx"
"10466",4,8,20,0,2,0,3,"Northeast Bronx"
"10466",3,8,18,0,2,0,2,"Northeast Bronx"
"10466",6,1,21,0,2,12,0,"Northeast Bronx"
"10466",5,7,20,0,2,0,4,"Northeast Bronx"
"10466",6,18,27,0,1,3,1,"Northeast Bronx"
"10466",5,19,28,0,2,5,1,"Northeast Bronx"
"10466",6,10,22,0,1,1,1,"Northeast Bronx"
"10466",3,21,25,0,2,0,3,"Northeast Bronx"
"10466",2,9,21,0,1,0,3,"Northeast Bronx"
"10466",2,17,30,0,1,0,3,"Northeast Bronx"
"10466",0,19,22,0,2,0,3,"Northeast Bronx"
"10466",1,4,19,0,1,0,2,"Northeast Bronx"
"10466",1,23,22,0,2,0,3,"Northeast Bronx"
"10466",3,1,19,0,3,0,4,"Northeast Bronx"
"10466",0,22,21,0,1,0,3,"Northeast Bronx"
"10466",0,20,21,0,2,0,4,"Northeast Bronx"
"10467",1,2,20,0,2,0,4,"Bronx Park and Fordham"
"10467",2,5,18,0,2,0,3,"Bronx Park and Fordham"
"10467",1,17,25,0,9,2,10,"Bronx Park and Fordham"
"10467",2,21,27,0,6,0,8,"Bronx Park and Fordham"
"10467",1,1,21,0,2,0,4,"Bronx Park and Fordham"
"10467",5,2,20,0,3,9,2,"Bronx Park and Fordham"
"10467",0,12,21,0,6,0,8,"Bronx Park and Fordham"
"10467",2,6,18,0,2,0,3,"Bronx Park and Fordham"
"10467",1,18,25,0,9,1,11,"Bronx Park and Fordham"
"10467",1,9,21,0,8,0,9,"Bronx Park and Fordham"
"10467",5,1,21,0,5,11,4,"Bronx Park and Fordham"
"10467",3,15,26,0,9,0,11,"Bronx Park and Fordham"
"10467",2,13,27,0,7,0,9,"Bronx Park and Fordham"
"10467",1,16,25,0,8,0,10,"Bronx Park and Fordham"
"10467",1,10,21,0,7,0,9,"Bronx Park and Fordham"
"10467",2,20,28,0,6,0,8,"Bronx Park and Fordham"
"10467",0,15,22,0,8,0,11,"Bronx Park and Fordham"
"10467",3,3,18,0,2,0,3,"Bronx Park and Fordham"
"10467",2,18,30,0,9,2,10,"Bronx Park and Fordham"
"10467",5,6,19,0,3,0,4,"Bronx Park and Fordham"
"10467",6,0,22,0,9,22,6,"Bronx Park and Fordham"
"10467",5,11,24,0,6,5,6,"Bronx Park and Fordham"
"10467",2,4,18,0,1,0,3,"Bronx Park and Fordham"
"10467",0,7,18,0,6,0,8,"Bronx Park and Fordham"
"10467",1,11,22,0,7,0,9,"Bronx Park and Fordham"
"10467",5,4,19,0,5,5,5,"Bronx Park and Fordham"
"10467",4,2,20,0,2,1,3,"Bronx Park and Fordham"
"10467",0,16,22,0,7,0,9,"Bronx Park and Fordham"
"10467",5,3,20,0,4,6,4,"Bronx Park and Fordham"
"10467",1,19,25,0,8,0,9,"Bronx Park and Fordham"
"10467",2,15,29,0,8,0,10,"Bronx Park and Fordham"
"10467",1,0,21,0,3,1,3,"Bronx Park and Fordham"
"10467",5,12,25,0,5,6,5,"Bronx Park and Fordham"
"10467",2,3,19,0,2,0,3,"Bronx Park and Fordham"
"10467",6,9,21,0,3,5,3,"Bronx Park and Fordham"
"10467",0,14,21,0,8,0,10,"Bronx Park and Fordham"
"10467",2,14,28,0,8,0,10,"Bronx Park and Fordham"
"10467",0,23,20,0,5,0,6,"Bronx Park and Fordham"
"10467",1,20,24,0,7,0,8,"Bronx Park and Fordham"
"10467",6,23,23,0,6,3,6,"Bronx Park and Fordham"
"10467",0,13,21,0,6,0,9,"Bronx Park and Fordham"
"10467",0,6,18,0,2,0,3,"Bronx Park and Fordham"
"10467",5,0,23,0,5,15,3,"Bronx Park and Fordham"
"10467",6,7,20,0,4,0,5,"Bronx Park and Fordham"
"10467",1,15,25,0,9,0,11,"Bronx Park and Fordham"
"10467",0,21,21,0,5,0,7,"Bronx Park and Fordham"
"10467",5,9,22,0,5,6,5,"Bronx Park and Fordham"
"10467",3,19,26,0,7,1,9,"Bronx Park and Fordham"
"10467",0,5,18,0,2,0,3,"Bronx Park and Fordham"
"10467",1,8,20,0,8,4,9,"Bronx Park and Fordham"
"10467",4,23,23,0,7,10,6,"Bronx Park and Fordham"
"10467",2,11,24,0,6,0,8,"Bronx Park and Fordham"
"10467",2,16,30,0,7,0,9,"Bronx Park and Fordham"
"10467",4,22,24,0,7,10,7,"Bronx Park and Fordham"
"10467",1,13,24,0,8,0,10,"Bronx Park and Fordham"
"10467",0,18,22,0,7,0,9,"Bronx Park and Fordham"
"10467",6,22,24,0,6,5,6,"Bronx Park and Fordham"
"10467",6,1,21,0,6,19,3,"Bronx Park and Fordham"
"10467",1,3,19,0,2,0,3,"Bronx Park and Fordham"
"10467",0,17,22,0,8,0,10,"Bronx Park and Fordham"
"10467",6,16,27,0,6,6,6,"Bronx Park and Fordham"
"10467",3,0,21,0,4,2,4,"Bronx Park and Fordham"
"10467",1,21,24,0,5,0,7,"Bronx Park and Fordham"
"10467",5,5,19,0,3,1,4,"Bronx Park and Fordham"
"10467",3,18,27,0,9,3,10,"Bronx Park and Fordham"
"10467",5,14,28,0,7,7,7,"Bronx Park and Fordham"
"10467",6,18,27,0,7,8,7,"Bronx Park and Fordham"
"10467",6,8,20,0,3,4,3,"Bronx Park and Fordham"
"10467",4,11,23,0,6,5,6,"Bronx Park and Fordham"
"10467",6,17,27,0,7,9,6,"Bronx Park and Fordham"
"10467",3,4,17,0,2,0,3,"Bronx Park and Fordham"
"10467",3,16,27,0,9,0,11,"Bronx Park and Fordham"
"10467",3,7,18,0,6,6,6,"Bronx Park and Fordham"
"10467",4,16,27,0,9,7,10,"Bronx Park and Fordham"
"10467",1,5,19,0,2,0,3,"Bronx Park and Fordham"
"10467",4,19,26,0,10,10,10,"Bronx Park and Fordham"
"10467",4,0,22,0,5,6,5,"Bronx Park and Fordham"
"10467",2,2,20,0,3,0,4,"Bronx Park and Fordham"
"10467",2,8,20,0,8,4,9,"Bronx Park and Fordham"
"10467",0,4,18,0,1,0,3,"Bronx Park and Fordham"
"10467",1,7,19,0,6,4,6,"Bronx Park and Fordham"
"10467",2,19,29,0,8,0,9,"Bronx Park and Fordham"
"10467",4,17,27,0,11,11,11,"Bronx Park and Fordham"
"10467",4,5,19,0,2,2,2,"Bronx Park and Fordham"
"10467",3,13,25,0,6,0,8,"Bronx Park and Fordham"
"10467",4,8,20,0,6,5,7,"Bronx Park and Fordham"
"10467",6,10,22,0,4,6,4,"Bronx Park and Fordham"
"10467",3,10,21,0,6,0,7,"Bronx Park and Fordham"
"10467",6,12,24,0,4,6,3,"Bronx Park and Fordham"
"10467",2,0,22,0,3,2,4,"Bronx Park and Fordham"
"10467",3,2,18,0,2,0,4,"Bronx Park and Fordham"
"10467",3,9,20,0,6,2,7,"Bronx Park and Fordham"
"10467",1,4,19,0,2,0,3,"Bronx Park and Fordham"
"10467",5,8,20,0,5,4,5,"Bronx Park and Fordham"
"10467",2,7,19,0,5,4,5,"Bronx Park and Fordham"
"10467",4,14,26,0,8,7,9,"Bronx Park and Fordham"
"10467",5,13,27,0,6,6,6,"Bronx Park and Fordham"
"10467",5,7,20,0,5,0,7,"Bronx Park and Fordham"
"10467",0,9,19,0,7,0,9,"Bronx Park and Fordham"
"10467",2,22,26,0,5,0,7,"Bronx Park and Fordham"
"10467",4,1,21,0,3,2,3,"Bronx Park and Fordham"
"10467",1,12,23,0,7,0,9,"Bronx Park and Fordham"
"10467",0,8,19,0,7,0,9,"Bronx Park and Fordham"
"10467",4,3,20,0,2,0,3,"Bronx Park and Fordham"
"10467",5,21,27,0,9,8,9,"Bronx Park and Fordham"
"10467",4,21,25,0,7,8,7,"Bronx Park and Fordham"
"10467",4,18,27,0,10,12,10,"Bronx Park and Fordham"
"10467",3,5,17,0,2,0,3,"Bronx Park and Fordham"
"10467",2,23,24,0,6,0,8,"Bronx Park and Fordham"
"10467",0,22,21,0,4,0,5,"Bronx Park and Fordham"
"10467",6,20,26,0,6,7,6,"Bronx Park and Fordham"
"10467",1,6,19,0,2,0,3,"Bronx Park and Fordham"
"10467",0,3,18,0,2,0,3,"Bronx Park and Fordham"
"10467",2,1,21,0,2,0,3,"Bronx Park and Fordham"
"10467",5,19,28,0,10,11,10,"Bronx Park and Fordham"
"10467",2,12,26,0,6,0,7,"Bronx Park and Fordham"
"10467",3,6,17,0,3,1,3,"Bronx Park and Fordham"
"10467",2,17,30,0,9,2,10,"Bronx Park and Fordham"
"10467",0,11,20,0,6,0,8,"Bronx Park and Fordham"
"10467",1,14,24,0,9,0,12,"Bronx Park and Fordham"
"10467",0,19,22,0,7,0,9,"Bronx Park and Fordham"
"10467",3,14,26,0,8,0,9,"Bronx Park and Fordham"
"10467",1,23,22,0,4,0,6,"Bronx Park and Fordham"
"10467",4,20,26,0,8,9,8,"Bronx Park and Fordham"
"10467",0,1,19,0,2,0,4,"Bronx Park and Fordham"
"10467",3,20,26,0,6,0,7,"Bronx Park and Fordham"
"10467",5,16,29,0,8,7,8,"Bronx Park and Fordham"
"10467",4,4,19,0,2,2,2,"Bronx Park and Fordham"
"10467",2,9,21,0,7,1,8,"Bronx Park and Fordham"
"10467",0,20,21,0,6,0,8,"Bronx Park and Fordham"
"10467",5,15,28,0,8,7,8,"Bronx Park and Fordham"
"10467",6,15,26,0,5,6,5,"Bronx Park and Fordham"
"10467",4,12,24,0,5,6,5,"Bronx Park and Fordham"
"10467",4,9,21,0,6,7,6,"Bronx Park and Fordham"
"10467",0,10,19,0,6,0,8,"Bronx Park and Fordham"
"10467",3,17,27,0,9,3,11,"Bronx Park and Fordham"
"10467",5,20,28,0,9,10,8,"Bronx Park and Fordham"
"10467",3,8,18,0,7,6,7,"Bronx Park and Fordham"
"10467",5,10,23,0,6,6,6,"Bronx Park and Fordham"
"10467",5,22,25,0,8,10,7,"Bronx Park and Fordham"
"10467",6,5,19,0,3,2,4,"Bronx Park and Fordham"
"10467",0,0,19,0,4,0,5,"Bronx Park and Fordham"
"10467",6,19,26,0,7,7,8,"Bronx Park and Fordham"
"10467",4,10,22,0,7,6,7,"Bronx Park and Fordham"
"10467",4,7,20,0,5,1,6,"Bronx Park and Fordham"
"10467",6,3,20,0,5,9,4,"Bronx Park and Fordham"
"10467",5,18,29,0,9,11,8,"Bronx Park and Fordham"
"10467",4,6,19,0,3,2,3,"Bronx Park and Fordham"
"10467",6,14,26,0,6,6,6,"Bronx Park and Fordham"
"10467",5,17,29,0,8,11,8,"Bronx Park and Fordham"
"10467",6,2,20,0,5,14,4,"Bronx Park and Fordham"
"10467",3,11,22,0,6,0,8,"Bronx Park and Fordham"
"10467",2,10,22,0,6,0,8,"Bronx Park and Fordham"
"10467",3,1,19,0,3,0,4,"Bronx Park and Fordham"
"10467",3,22,23,0,6,0,7,"Bronx Park and Fordham"
"10467",6,4,19,0,4,6,4,"Bronx Park and Fordham"
"10467",0,2,19,0,2,0,4,"Bronx Park and Fordham"
"10467",3,21,25,0,6,0,8,"Bronx Park and Fordham"
"10467",6,6,19,0,3,0,3,"Bronx Park and Fordham"
"10467",4,15,26,0,9,7,10,"Bronx Park and Fordham"
"10467",5,23,24,0,7,11,7,"Bronx Park and Fordham"
"10467",6,13,25,0,4,5,4,"Bronx Park and Fordham"
"10467",4,13,25,0,5,5,5,"Bronx Park and Fordham"
"10467",1,22,23,0,5,0,6,"Bronx Park and Fordham"
"10467",6,11,23,0,4,6,4,"Bronx Park and Fordham"
"10467",3,12,23,0,6,0,8,"Bronx Park and Fordham"
"10467",3,23,22,0,6,0,7,"Bronx Park and Fordham"
"10467",6,21,25,0,6,5,6,"Bronx Park and Fordham"
"10468",5,21,27,0,15,13,15,"Bronx Park and Fordham"
"10468",6,16,27,0,11,9,12,"Bronx Park and Fordham"
"10468",2,2,20,0,2,0,3,"Bronx Park and Fordham"
"10468",5,14,28,0,10,10,10,"Bronx Park and Fordham"
"10468",2,4,18,0,2,0,3,"Bronx Park and Fordham"
"10468",4,18,27,0,17,16,17,"Bronx Park and Fordham"
"10468",4,3,20,0,4,3,4,"Bronx Park and Fordham"
"10468",6,15,26,0,8,9,8,"Bronx Park and Fordham"
"10468",3,9,20,0,10,5,11,"Bronx Park and Fordham"
"10468",2,3,19,0,2,0,3,"Bronx Park and Fordham"
"10468",6,1,21,0,14,23,13,"Bronx Park and Fordham"
"10468",1,19,25,0,10,4,12,"Bronx Park and Fordham"
"10468",2,5,18,0,2,0,3,"Bronx Park and Fordham"
"10468",2,22,26,0,10,4,11,"Bronx Park and Fordham"
"10468",6,0,22,0,14,26,12,"Bronx Park and Fordham"
"10468",2,15,29,0,11,2,13,"Bronx Park and Fordham"
"10468",4,20,26,0,14,13,15,"Bronx Park and Fordham"
"10468",4,21,25,0,17,12,19,"Bronx Park and Fordham"
"10468",0,8,19,0,12,5,13,"Bronx Park and Fordham"
"10468",6,17,27,0,12,13,12,"Bronx Park and Fordham"
"10468",6,9,21,0,8,8,8,"Bronx Park and Fordham"
"10468",2,11,24,0,9,1,10,"Bronx Park and Fordham"
"10468",1,20,24,0,11,3,13,"Bronx Park and Fordham"
"10468",2,14,28,0,11,2,13,"Bronx Park and Fordham"
"10468",2,13,27,0,8,0,10,"Bronx Park and Fordham"
"10468",1,10,21,0,9,2,11,"Bronx Park and Fordham"
"10468",4,4,19,0,4,4,4,"Bronx Park and Fordham"
"10468",4,1,21,0,7,4,8,"Bronx Park and Fordham"
"10468",3,15,26,0,10,3,12,"Bronx Park and Fordham"
"10468",4,19,26,0,16,14,17,"Bronx Park and Fordham"
"10468",3,0,21,0,7,5,7,"Bronx Park and Fordham"
"10468",5,12,25,0,9,9,10,"Bronx Park and Fordham"
"10468",1,2,20,0,2,0,3,"Bronx Park and Fordham"
"10468",5,13,27,0,11,9,11,"Bronx Park and Fordham"
"10468",4,14,26,0,9,10,9,"Bronx Park and Fordham"
"10468",0,7,18,0,11,2,13,"Bronx Park and Fordham"
"10468",0,4,18,0,2,0,4,"Bronx Park and Fordham"
"10468",3,16,27,0,11,3,12,"Bronx Park and Fordham"
"10468",5,22,25,0,18,16,19,"Bronx Park and Fordham"
"10468",0,6,18,0,4,0,5,"Bronx Park and Fordham"
"10468",3,22,23,0,13,6,14,"Bronx Park and Fordham"
"10468",5,0,23,0,12,18,10,"Bronx Park and Fordham"
"10468",6,12,24,0,10,9,10,"Bronx Park and Fordham"
"10468",1,18,25,0,12,5,13,"Bronx Park and Fordham"
"10468",6,3,20,0,11,12,11,"Bronx Park and Fordham"
"10468",0,5,18,0,2,0,4,"Bronx Park and Fordham"
"10468",4,17,27,0,15,14,15,"Bronx Park and Fordham"
"10468",3,14,26,0,9,3,10,"Bronx Park and Fordham"
"10468",3,5,17,0,2,0,3,"Bronx Park and Fordham"
"10468",4,5,19,0,4,4,4,"Bronx Park and Fordham"
"10468",4,22,24,0,17,15,18,"Bronx Park and Fordham"
"10468",1,16,25,0,12,2,14,"Bronx Park and Fordham"
"10468",4,8,20,0,13,8,14,"Bronx Park and Fordham"
"10468",0,18,22,0,12,3,14,"Bronx Park and Fordham"
"10468",3,19,26,0,13,6,15,"Bronx Park and Fordham"
"10468",0,9,19,0,12,1,14,"Bronx Park and Fordham"
"10468",3,10,21,0,9,3,10,"Bronx Park and Fordham"
"10468",0,17,22,0,12,2,14,"Bronx Park and Fordham"
"10468",3,18,27,0,13,6,14,"Bronx Park and Fordham"
"10468",1,21,24,0,11,3,13,"Bronx Park and Fordham"
"10468",6,18,27,0,11,11,12,"Bronx Park and Fordham"
"10468",6,2,20,0,12,17,11,"Bronx Park and Fordham"
"10468",6,8,20,0,7,8,7,"Bronx Park and Fordham"
"10468",4,11,23,0,10,8,10,"Bronx Park and Fordham"
"10468",1,13,24,0,7,0,9,"Bronx Park and Fordham"
"10468",1,1,21,0,4,0,5,"Bronx Park and Fordham"
"10468",6,7,20,0,6,1,7,"Bronx Park and Fordham"
"10468",4,16,27,0,11,10,11,"Bronx Park and Fordham"
"10468",5,3,20,0,6,9,5,"Bronx Park and Fordham"
"10468",4,10,22,0,10,8,11,"Bronx Park and Fordham"
"10468",1,9,21,0,12,4,13,"Bronx Park and Fordham"
"10468",4,0,22,0,10,8,11,"Bronx Park and Fordham"
"10468",1,12,23,0,8,1,9,"Bronx Park and Fordham"
"10468",6,23,23,0,10,8,11,"Bronx Park and Fordham"
"10468",6,14,26,0,7,9,7,"Bronx Park and Fordham"
"10468",5,20,28,0,14,15,14,"Bronx Park and Fordham"
"10468",0,23,20,0,7,1,8,"Bronx Park and Fordham"
"10468",2,23,24,0,9,4,10,"Bronx Park and Fordham"
"10468",6,22,24,0,12,11,12,"Bronx Park and Fordham"
"10468",3,4,17,0,3,0,4,"Bronx Park and Fordham"
"10468",4,13,25,0,10,8,11,"Bronx Park and Fordham"
"10468",1,6,19,0,3,2,4,"Bronx Park and Fordham"
"10468",1,15,25,0,11,2,13,"Bronx Park and Fordham"
"10468",3,3,18,0,2,0,3,"Bronx Park and Fordham"
"10468",5,9,22,0,10,9,11,"Bronx Park and Fordham"
"10468",5,2,20,0,9,12,9,"Bronx Park and Fordham"
"10468",2,0,22,0,7,5,8,"Bronx Park and Fordham"
"10468",3,2,18,0,3,0,4,"Bronx Park and Fordham"
"10468",3,21,25,0,13,6,15,"Bronx Park and Fordham"
"10468",6,20,26,0,11,11,11,"Bronx Park and Fordham"
"10468",0,1,19,0,5,0,6,"Bronx Park and Fordham"
"10468",0,10,19,0,7,0,9,"Bronx Park and Fordham"
"10468",2,16,30,0,12,2,14,"Bronx Park and Fordham"
"10468",0,16,22,0,11,0,13,"Bronx Park and Fordham"
"10468",3,1,19,0,4,1,5,"Bronx Park and Fordham"
"10468",0,0,19,0,7,0,8,"Bronx Park and Fordham"
"10468",5,15,28,0,14,11,14,"Bronx Park and Fordham"
"10468",2,6,18,0,4,2,5,"Bronx Park and Fordham"
"10468",5,6,19,0,7,2,8,"Bronx Park and Fordham"
"10468",4,12,24,0,9,8,9,"Bronx Park and Fordham"
"10468",4,9,21,0,10,10,10,"Bronx Park and Fordham"
"10468",4,2,20,0,5,3,6,"Bronx Park and Fordham"
"10468",3,17,27,0,12,5,13,"Bronx Park and Fordham"
"10468",5,23,24,0,15,15,15,"Bronx Park and Fordham"
"10468",1,11,22,0,8,1,10,"Bronx Park and Fordham"
"10468",5,4,19,0,7,8,7,"Bronx Park and Fordham"
"10468",3,13,25,0,9,1,11,"Bronx Park and Fordham"
"10468",5,10,23,0,11,9,11,"Bronx Park and Fordham"
"10468",6,4,19,0,8,9,8,"Bronx Park and Fordham"
"10468",1,0,21,0,6,4,6,"Bronx Park and Fordham"
"10468",0,21,21,0,12,1,15,"Bronx Park and Fordham"
"10468",2,1,21,0,4,0,4,"Bronx Park and Fordham"
"10468",3,6,17,0,4,4,4,"Bronx Park and Fordham"
"10468",6,21,25,0,11,10,11,"Bronx Park and Fordham"
"10468",1,17,25,0,11,4,13,"Bronx Park and Fordham"
"10468",5,11,24,0,10,9,10,"Bronx Park and Fordham"
"10468",2,21,27,0,11,3,12,"Bronx Park and Fordham"
"10468",5,1,21,0,10,15,9,"Bronx Park and Fordham"
"10468",6,13,25,0,10,8,11,"Bronx Park and Fordham"
"10468",3,20,26,0,12,5,14,"Bronx Park and Fordham"
"10468",5,16,29,0,12,10,13,"Bronx Park and Fordham"
"10468",2,7,19,0,12,7,13,"Bronx Park and Fordham"
"10468",2,19,29,0,11,4,13,"Bronx Park and Fordham"
"10468",6,19,26,0,11,11,11,"Bronx Park and Fordham"
"10468",1,3,19,0,2,0,3,"Bronx Park and Fordham"
"10468",0,12,21,0,8,0,10,"Bronx Park and Fordham"
"10468",4,15,26,0,11,10,11,"Bronx Park and Fordham"
"10468",4,6,19,0,5,4,5,"Bronx Park and Fordham"
"10468",4,23,23,0,13,15,13,"Bronx Park and Fordham"
"10468",1,14,24,0,10,2,12,"Bronx Park and Fordham"
"10468",3,11,22,0,10,1,11,"Bronx Park and Fordham"
"10468",5,8,20,0,12,8,13,"Bronx Park and Fordham"
"10468",3,8,18,0,14,10,15,"Bronx Park and Fordham"
"10468",2,20,28,0,10,3,12,"Bronx Park and Fordham"
"10468",0,22,21,0,8,2,10,"Bronx Park and Fordham"
"10468",6,10,22,0,9,9,9,"Bronx Park and Fordham"
"10468",0,15,22,0,11,0,13,"Bronx Park and Fordham"
"10468",2,10,22,0,8,2,10,"Bronx Park and Fordham"
"10468",1,22,23,0,10,4,11,"Bronx Park and Fordham"
"10468",0,11,20,0,8,0,10,"Bronx Park and Fordham"
"10468",2,12,26,0,8,1,9,"Bronx Park and Fordham"
"10468",6,6,19,0,6,3,6,"Bronx Park and Fordham"
"10468",5,5,19,0,7,4,7,"Bronx Park and Fordham"
"10468",6,5,19,0,6,4,6,"Bronx Park and Fordham"
"10468",1,4,19,0,2,0,3,"Bronx Park and Fordham"
"10468",0,13,21,0,8,0,10,"Bronx Park and Fordham"
"10468",1,7,19,0,12,6,13,"Bronx Park and Fordham"
"10468",0,3,18,0,3,0,4,"Bronx Park and Fordham"
"10468",1,8,20,0,14,8,16,"Bronx Park and Fordham"
"10468",5,19,28,0,15,15,15,"Bronx Park and Fordham"
"10468",5,7,20,0,8,0,10,"Bronx Park and Fordham"
