"Zipcode","DayofWeek","Hour","Temp","Rain","RFR_pred","XGB_pred","Ensemble_pred","Neighborhood"
"10013",1,12,23,0,431,432,434,"Greenwich Village and Soho"
"10013",3,12,23,0,447,467,447,"Greenwich Village and Soho"
"10013",6,23,23,0,411,358,425,"Greenwich Village and Soho"
"10013",2,17,30,0,412,440,410,"Greenwich Village and Soho"
"10013",3,21,25,0,676,728,671,"Greenwich Village and Soho"
"10013",2,14,28,0,444,475,442,"Greenwich Village and Soho"
"10013",0,21,21,0,575,622,570,"Greenwich Village and Soho"
"10013",4,5,19,0,151,92,165,"Greenwich Village and Soho"
"10013",3,20,26,0,684,728,680,"Greenwich Village and Soho"
"10013",2,10,22,0,442,441,446,"Greenwich Village and Soho"
"10013",2,7,19,0,380,380,384,"Greenwich Village and Soho"
"10013",6,10,22,0,298,313,297,"Greenwich Village and Soho"
"10013",1,15,25,0,409,410,412,"Greenwich Village and Soho"
"10013",2,9,21,0,455,470,456,"Greenwich Village and Soho"
"10013",5,16,29,0,378,372,383,"Greenwich Village and Soho"
"10013",3,0,21,0,327,384,317,"Greenwich Village and Soho"
"10013",6,0,22,0,631,917,576,"Greenwich Village and Soho"
"10013",4,21,25,0,728,766,725,"Greenwich Village and Soho"
"10013",5,2,20,0,424,565,397,"Greenwich Village and Soho"
"10013",6,3,20,0,332,488,302,"Greenwich Village and Soho"
"10013",4,20,26,0,726,773,722,"Greenwich Village and Soho"
"10013",5,5,19,0,130,89,140,"Greenwich Village and Soho"
"10013",0,11,20,0,397,371,406,"Greenwich Village and Soho"
"10013",0,13,21,0,401,381,409,"Greenwich Village and Soho"
"10013",2,6,18,0,207,205,210,"Greenwich Village and Soho"
"10013",4,3,20,0,189,172,195,"Greenwich Village and Soho"
"10013",1,22,23,0,610,646,608,"Greenwich Village and Soho"
"10013",5,3,20,0,308,413,288,"Greenwich Village and Soho"
"10013",4,19,26,0,693,742,688,"Greenwich Village and Soho"
"10013",5,12,25,0,396,437,390,"Greenwich Village and Soho"
"10013",1,0,21,0,239,261,236,"Greenwich Village and Soho"
"10013",1,6,19,0,196,195,198,"Greenwich Village and Soho"
"10013",6,18,27,0,430,416,436,"Greenwich Village and Soho"
"10013",5,1,21,0,544,710,513,"Greenwich Village and Soho"
"10013",3,13,25,0,447,458,449,"Greenwich Village and Soho"
"10013",5,20,28,0,679,735,673,"Greenwich Village and Soho"
"10013",5,8,20,0,253,174,272,"Greenwich Village and Soho"
"10013",4,8,20,0,430,408,438,"Greenwich Village and Soho"
"10013",2,18,30,0,581,570,589,"Greenwich Village and Soho"
"10013",4,16,27,0,374,304,392,"Greenwich Village and Soho"
"10013",1,7,19,0,370,359,375,"Greenwich Village and Soho"
"10013",2,1,21,0,201,209,200,"Greenwich Village and Soho"
"10013",0,3,18,0,125,71,138,"Greenwich Village and Soho"
"10013",4,6,19,0,195,179,199,"Greenwich Village and Soho"
"10013",4,12,24,0,447,456,449,"Greenwich Village and Soho"
"10013",3,9,20,0,447,462,447,"Greenwich Village and Soho"
"10013",0,12,21,0,400,387,406,"Greenwich Village and Soho"
"10013",5,18,29,0,560,570,562,"Greenwich Village and Soho"
"10013",0,8,19,0,429,412,436,"Greenwich Village and Soho"
"10013",1,8,20,0,455,468,455,"Greenwich Village and Soho"
"10013",6,2,20,0,491,706,449,"Greenwich Village and Soho"
"10013",0,18,22,0,549,584,546,"Greenwich Village and Soho"
"10013",3,19,26,0,659,699,656,"Greenwich Village and Soho"
"10013",6,1,21,0,615,857,568,"Greenwich Village and Soho"
"10013",5,7,20,0,157,101,171,"Greenwich Village and Soho"
"10013",6,19,26,0,451,439,457,"Greenwich Village and Soho"
"10013",0,1,19,0,166,141,173,"Greenwich Village and Soho"
"10013",1,18,25,0,581,572,588,"Greenwich Village and Soho"
"10013",2,2,20,0,157,135,163,"Greenwich Village and Soho"
"10013",0,0,19,0,226,225,228,"Greenwich Village and Soho"
"10013",1,21,24,0,650,714,642,"Greenwich Village and Soho"
"10013",3,23,22,0,653,648,660,"Greenwich Village and Soho"
"10013",0,23,20,0,448,389,465,"Greenwich Village and Soho"
"10013",3,16,27,0,387,322,405,"Greenwich Village and Soho"
"10013",4,4,19,0,157,116,167,"Greenwich Village and Soho"
"10013",6,17,27,0,373,379,375,"Greenwich Village and Soho"
"10013",6,7,20,0,138,100,148,"Greenwich Village and Soho"
"10013",2,3,19,0,139,93,150,"Greenwich Village and Soho"
"10013",0,6,18,0,190,180,194,"Greenwich Village and Soho"
"10013",2,21,27,0,654,716,646,"Greenwich Village and Soho"
"10013",6,4,19,0,197,252,187,"Greenwich Village and Soho"
"10013",5,19,28,0,651,746,637,"Greenwich Village and Soho"
"10013",2,11,24,0,441,446,444,"Greenwich Village and Soho"
"10013",1,17,25,0,424,452,421,"Greenwich Village and Soho"
"10013",2,20,28,0,668,722,662,"Greenwich Village and Soho"
"10013",1,2,20,0,134,90,145,"Greenwich Village and Soho"
"10013",6,14,26,0,380,424,374,"Greenwich Village and Soho"
"10013",6,8,20,0,220,165,233,"Greenwich Village and Soho"
"10013",6,22,24,0,445,397,459,"Greenwich Village and Soho"
"10013",5,10,23,0,323,345,321,"Greenwich Village and Soho"
"10013",6,13,25,0,377,422,371,"Greenwich Village and Soho"
"10013",4,7,20,0,337,316,344,"Greenwich Village and Soho"
"10013",3,3,18,0,159,108,172,"Greenwich Village and Soho"
"10013",6,16,27,0,367,347,374,"Greenwich Village and Soho"
"10013",4,9,21,0,431,432,434,"Greenwich Village and Soho"
"10013",0,9,19,0,412,399,418,"Greenwich Village and Soho"
"10013",5,21,27,0,672,721,667,"Greenwich Village and Soho"
"10013",4,1,21,0,301,352,292,"Greenwich Village and Soho"
"10013",5,11,24,0,385,410,382,"Greenwich Village and Soho"
"10013",0,14,21,0,415,439,414,"Greenwich Village and Soho"
"10013",4,17,27,0,403,396,408,"Greenwich Village and Soho"
"10013",3,10,21,0,443,452,445,"Greenwich Village and Soho"
"10013",3,1,19,0,240,236,243,"Greenwich Village and Soho"
"10013",0,16,22,0,394,363,404,"Greenwich Village and Soho"
"10013",0,10,19,0,395,374,403,"Greenwich Village and Soho"
"10013",1,3,19,0,126,61,141,"Greenwich Village and Soho"
"10013",1,1,21,0,177,147,185,"Greenwich Village and Soho"
"10013",5,22,25,0,706,768,699,"Greenwich Village and Soho"
"10013",3,6,17,0,205,200,207,"Greenwich Village and Soho"
"10013",3,5,17,0,146,76,162,"Greenwich Village and Soho"
"10013",2,13,27,0,439,455,439,"Greenwich Village and Soho"
"10013",6,15,26,0,374,407,370,"Greenwich Village and Soho"
"10013",1,9,21,0,441,458,441,"Greenwich Village and Soho"
"10013",3,15,26,0,421,421,425,"Greenwich Village and Soho"
"10013",4,0,22,0,402,513,382,"Greenwich Village and Soho"
"10013",5,4,19,0,180,225,172,"Greenwich Village and Soho"
"10013",0,7,18,0,330,310,338,"Greenwich Village and Soho"
"10013",1,10,21,0,426,416,432,"Greenwich Village and Soho"
"10013",0,22,21,0,538,547,540,"Greenwich Village and Soho"
"10013",4,10,22,0,438,414,447,"Greenwich Village and Soho"
"10013",2,22,26,0,647,684,645,"Greenwich Village and Soho"
"10013",4,18,27,0,588,539,604,"Greenwich Village and Soho"
"10013",3,7,18,0,367,380,368,"Greenwich Village and Soho"
"10013",6,6,19,0,112,90,118,"Greenwich Village and Soho"
"10013",3,8,18,0,461,482,460,"Greenwich Village and Soho"
"10013",1,20,24,0,645,717,635,"Greenwich Village and Soho"
"10013",6,5,19,0,120,102,125,"Greenwich Village and Soho"
"10013",1,19,25,0,628,700,618,"Greenwich Village and Soho"
"10013",2,23,24,0,568,562,573,"Greenwich Village and Soho"
"10013",5,13,27,0,406,453,400,"Greenwich Village and Soho"
"10013",5,23,24,0,734,833,719,"Greenwich Village and Soho"
"10013",3,4,17,0,144,76,160,"Greenwich Village and Soho"
"10014",4,14,26,0,388,377,394,"Greenwich Village and Soho"
"10014",2,8,20,0,548,562,549,"Greenwich Village and Soho"
"10014",5,1,21,0,946,1206,898,"Greenwich Village and Soho"
"10014",0,17,22,0,390,379,395,"Greenwich Village and Soho"
"10014",2,16,30,0,385,320,402,"Greenwich Village and Soho"
"10014",1,5,19,0,198,100,221,"Greenwich Village and Soho"
"10014",6,11,23,0,416,458,410,"Greenwich Village and Soho"
"10014",2,14,28,0,397,388,403,"Greenwich Village and Soho"
"10014",0,2,19,0,227,172,241,"Greenwich Village and Soho"
"10014",6,12,24,0,451,507,442,"Greenwich Village and Soho"
"10014",0,19,22,0,554,559,558,"Greenwich Village and Soho"
"10014",6,20,26,0,602,605,606,"Greenwich Village and Soho"
"10014",2,17,30,0,394,398,397,"Greenwich Village and Soho"
"10014",4,5,19,0,211,115,234,"Greenwich Village and Soho"
"10014",6,0,22,0,900,1196,844,"Greenwich Village and Soho"
"10014",1,6,19,0,310,287,317,"Greenwich Village and Soho"
"10014",4,13,25,0,385,379,390,"Greenwich Village and Soho"
"10014",0,18,22,0,493,509,494,"Greenwich Village and Soho"
"10014",2,0,22,0,420,506,405,"Greenwich Village and Soho"
"10014",0,8,19,0,460,453,465,"Greenwich Village and Soho"
"10014",5,9,22,0,364,348,370,"Greenwich Village and Soho"
"10014",4,2,20,0,447,522,435,"Greenwich Village and Soho"
"10014",2,19,29,0,630,648,631,"Greenwich Village and Soho"
"10014",1,16,25,0,367,292,387,"Greenwich Village and Soho"
"10014",5,18,29,0,586,753,556,"Greenwich Village and Soho"
"10014",0,4,18,0,187,80,212,"Greenwich Village and Soho"
"10014",2,18,30,0,525,553,524,"Greenwich Village and Soho"
"10014",0,3,18,0,194,108,214,"Greenwich Village and Soho"
"10014",4,6,19,0,260,234,267,"Greenwich Village and Soho"
"10014",1,0,21,0,317,358,311,"Greenwich Village and Soho"
"10014",3,6,17,0,303,300,307,"Greenwich Village and Soho"
"10014",6,18,27,0,524,553,522,"Greenwich Village and Soho"
"10014",3,11,22,0,427,399,437,"Greenwich Village and Soho"
"10014",1,2,20,0,225,140,245,"Greenwich Village and Soho"
"10014",0,20,21,0,583,604,583,"Greenwich Village and Soho"
"10014",4,22,24,0,917,1049,897,"Greenwich Village and Soho"
"10014",1,23,22,0,589,639,583,"Greenwich Village and Soho"
"10014",5,17,29,0,447,553,427,"Greenwich Village and Soho"
"10014",6,1,21,0,910,1199,855,"Greenwich Village and Soho"
"10014",1,22,23,0,636,704,627,"Greenwich Village and Soho"
"10014",6,19,26,0,583,591,586,"Greenwich Village and Soho"
"10014",2,5,18,0,216,120,238,"Greenwich Village and Soho"
"10014",6,4,19,0,298,386,282,"Greenwich Village and Soho"
"10014",5,19,28,0,770,910,747,"Greenwich Village and Soho"
"10014",0,21,21,0,599,612,601,"Greenwich Village and Soho"
"10014",4,20,26,0,793,860,785,"Greenwich Village and Soho"
"10014",6,3,20,0,630,831,592,"Greenwich Village and Soho"
"10014",4,23,23,0,873,1061,840,"Greenwich Village and Soho"
"10014",6,23,23,0,532,415,562,"Greenwich Village and Soho"
"10014",5,20,28,0,799,943,775,"Greenwich Village and Soho"
"10014",6,14,26,0,456,513,447,"Greenwich Village and Soho"
"10014",1,4,19,0,186,76,210,"Greenwich Village and Soho"
"10014",5,0,23,0,940,1193,893,"Greenwich Village and Soho"
"10014",1,7,19,0,433,438,435,"Greenwich Village and Soho"
"10014",6,13,25,0,456,508,449,"Greenwich Village and Soho"
"10014",3,0,21,0,479,583,461,"Greenwich Village and Soho"
"10014",4,21,25,0,839,938,825,"Greenwich Village and Soho"
"10014",0,9,19,0,503,508,506,"Greenwich Village and Soho"
"10014",3,2,18,0,313,240,331,"Greenwich Village and Soho"
"10014",5,15,28,0,450,550,432,"Greenwich Village and Soho"
"10014",2,4,18,0,208,104,232,"Greenwich Village and Soho"
"10014",2,20,28,0,679,717,676,"Greenwich Village and Soho"
"10014",2,7,19,0,471,484,473,"Greenwich Village and Soho"
"10014",6,2,20,0,796,1005,758,"Greenwich Village and Soho"
"10014",0,7,18,0,429,379,444,"Greenwich Village and Soho"
"10014",2,15,29,0,394,380,401,"Greenwich Village and Soho"
"10014",0,10,19,0,414,376,426,"Greenwich Village and Soho"
"10014",4,3,20,0,359,358,362,"Greenwich Village and Soho"
"10014",0,6,18,0,302,266,313,"Greenwich Village and Soho"
"10014",5,3,20,0,615,828,575,"Greenwich Village and Soho"
"10014",0,15,22,0,380,357,388,"Greenwich Village and Soho"
"10014",1,12,23,0,376,331,389,"Greenwich Village and Soho"
"10014",0,5,18,0,202,114,223,"Greenwich Village and Soho"
"10014",5,2,20,0,803,1007,767,"Greenwich Village and Soho"
"10014",3,21,25,0,763,887,742,"Greenwich Village and Soho"
"10014",1,17,25,0,379,380,381,"Greenwich Village and Soho"
"10014",3,13,25,0,410,377,421,"Greenwich Village and Soho"
"10014",1,8,20,0,525,527,529,"Greenwich Village and Soho"
"10014",0,13,21,0,381,337,393,"Greenwich Village and Soho"
"10014",6,7,20,0,193,101,214,"Greenwich Village and Soho"
"10014",4,7,20,0,409,431,408,"Greenwich Village and Soho"
"10014",5,10,23,0,382,410,379,"Greenwich Village and Soho"
"10014",2,9,21,0,569,623,562,"Greenwich Village and Soho"
"10014",4,15,26,0,386,372,392,"Greenwich Village and Soho"
"10014",3,12,23,0,416,382,427,"Greenwich Village and Soho"
"10014",3,9,20,0,545,603,537,"Greenwich Village and Soho"
"10014",6,21,25,0,599,582,607,"Greenwich Village and Soho"
"10014",5,6,19,0,176,96,194,"Greenwich Village and Soho"
"10014",3,17,27,0,422,399,430,"Greenwich Village and Soho"
"10014",1,14,24,0,376,354,383,"Greenwich Village and Soho"
"10014",0,11,20,0,384,345,396,"Greenwich Village and Soho"
"10014",4,4,19,0,241,160,260,"Greenwich Village and Soho"
"10014",6,22,24,0,604,570,616,"Greenwich Village and Soho"
"10014",2,6,18,0,307,303,311,"Greenwich Village and Soho"
"10014",3,10,21,0,457,463,460,"Greenwich Village and Soho"
"10014",5,16,29,0,442,508,432,"Greenwich Village and Soho"
"10014",6,10,22,0,359,355,363,"Greenwich Village and Soho"
"10014",5,12,25,0,425,506,412,"Greenwich Village and Soho"
"10014",2,21,27,0,703,786,692,"Greenwich Village and Soho"
"10014",6,9,21,0,320,306,325,"Greenwich Village and Soho"
"10014",3,14,26,0,411,375,422,"Greenwich Village and Soho"
"10014",2,11,24,0,407,387,414,"Greenwich Village and Soho"
"10014",1,11,22,0,380,340,392,"Greenwich Village and Soho"
"10014",6,8,20,0,262,192,279,"Greenwich Village and Soho"
"10014",4,1,21,0,667,762,653,"Greenwich Village and Soho"
"10014",3,1,19,0,402,395,407,"Greenwich Village and Soho"
"10014",2,22,26,0,711,788,700,"Greenwich Village and Soho"
"10014",4,0,22,0,741,884,717,"Greenwich Village and Soho"
"10014",1,19,25,0,580,612,578,"Greenwich Village and Soho"
"10014",4,19,26,0,753,802,749,"Greenwich Village and Soho"
"10014",1,15,25,0,376,362,383,"Greenwich Village and Soho"
"10014",1,10,21,0,424,411,430,"Greenwich Village and Soho"
"10014",1,18,25,0,498,521,498,"Greenwich Village and Soho"
"10014",0,12,21,0,383,336,396,"Greenwich Village and Soho"
"10014",4,18,27,0,532,629,516,"Greenwich Village and Soho"
"10014",3,5,17,0,222,115,247,"Greenwich Village and Soho"
"10014",4,17,27,0,401,404,404,"Greenwich Village and Soho"
"10014",4,8,20,0,482,491,484,"Greenwich Village and Soho"
"10014",2,10,22,0,449,459,450,"Greenwich Village and Soho"
"10014",3,22,23,0,795,905,778,"Greenwich Village and Soho"
"10014",4,16,27,0,382,340,394,"Greenwich Village and Soho"
"10014",5,7,20,0,220,137,240,"Greenwich Village and Soho"
"10014",3,3,18,0,254,151,278,"Greenwich Village and Soho"
"10014",3,15,26,0,410,366,422,"Greenwich Village and Soho"
"10014",2,1,21,0,325,313,330,"Greenwich Village and Soho"
"10014",3,18,27,0,549,582,546,"Greenwich Village and Soho"
"10014",0,0,19,0,315,330,314,"Greenwich Village and Soho"
"10014",4,12,24,0,394,387,399,"Greenwich Village and Soho"
"10014",4,11,23,0,394,391,398,"Greenwich Village and Soho"
"10014",1,21,24,0,639,698,632,"Greenwich Village and Soho"
"10014",2,13,27,0,396,375,404,"Greenwich Village and Soho"
"10014",5,8,20,0,294,233,309,"Greenwich Village and Soho"
"10014",3,16,27,0,407,330,426,"Greenwich Village and Soho"
"10014",1,13,24,0,373,329,386,"Greenwich Village and Soho"
"10014",1,1,21,0,266,226,277,"Greenwich Village and Soho"
"10014",0,1,19,0,268,251,274,"Greenwich Village and Soho"
"10014",0,22,21,0,571,619,565,"Greenwich Village and Soho"
"10014",4,10,22,0,426,426,429,"Greenwich Village and Soho"
"10014",2,12,26,0,401,380,408,"Greenwich Village and Soho"
"10014",6,16,27,0,445,454,447,"Greenwich Village and Soho"
"10014",2,3,19,0,237,144,259,"Greenwich Village and Soho"
"10014",5,11,24,0,406,461,397,"Greenwich Village and Soho"
"10014",6,15,26,0,454,502,447,"Greenwich Village and Soho"
"10014",6,6,19,0,158,72,178,"Greenwich Village and Soho"
"10014",3,8,18,0,532,564,530,"Greenwich Village and Soho"
"10014",0,23,20,0,512,487,521,"Greenwich Village and Soho"
"10014",1,20,24,0,608,650,605,"Greenwich Village and Soho"
"10014",6,5,19,0,170,96,187,"Greenwich Village and Soho"
"10014",5,22,25,0,917,1082,890,"Greenwich Village and Soho"
"10014",3,7,18,0,462,499,458,"Greenwich Village and Soho"
"10014",6,17,27,0,452,490,448,"Greenwich Village and Soho"
"10014",5,13,27,0,436,528,419,"Greenwich Village and Soho"
"10014",1,3,19,0,192,104,213,"Greenwich Village and Soho"
"10014",3,23,22,0,756,857,740,"Greenwich Village and Soho"
"10014",3,20,26,0,724,800,714,"Greenwich Village and Soho"
"10014",5,21,27,0,836,978,813,"Greenwich Village and Soho"
"10014",2,2,20,0,275,209,291,"Greenwich Village and Soho"
"10014",3,19,26,0,682,711,681,"Greenwich Village and Soho"
"10014",5,4,19,0,294,395,275,"Greenwich Village and Soho"
"10014",5,5,19,0,183,104,201,"Greenwich Village and Soho"
"10014",5,23,24,0,888,1121,845,"Greenwich Village and Soho"
"10014",4,9,21,0,511,549,507,"Greenwich Village and Soho"
"10014",2,23,24,0,661,729,652,"Greenwich Village and Soho"
"10014",5,14,28,0,447,549,429,"Greenwich Village and Soho"
"10014",1,9,21,0,544,581,541,"Greenwich Village and Soho"
"10014",0,16,22,0,374,317,389,"Greenwich Village and Soho"
"10014",0,14,21,0,380,348,390,"Greenwich Village and Soho"
"10014",3,4,17,0,221,100,249,"Greenwich Village and Soho"
"10016",6,21,25,0,1011,982,1025,"Gramercy Park and Murray Hill"
"10016",4,6,19,0,545,505,558,"Gramercy Park and Murray Hill"
"10016",2,16,30,0,986,794,1035,"Gramercy Park and Murray Hill"
"10016",3,11,22,0,1112,1114,1121,"Gramercy Park and Murray Hill"
"10016",4,5,19,0,322,174,356,"Gramercy Park and Murray Hill"
"10016",5,0,23,0,1258,1448,1227,"Gramercy Park and Murray Hill"
"10016",4,14,26,0,1054,1056,1063,"Gramercy Park and Murray Hill"
"10016",1,6,19,0,642,568,663,"Gramercy Park and Murray Hill"
"10016",3,16,27,0,1005,770,1064,"Gramercy Park and Murray Hill"
"10016",6,4,19,0,371,423,363,"Gramercy Park and Murray Hill"
"10016",1,5,19,0,316,160,352,"Gramercy Park and Murray Hill"
"10016",6,3,20,0,545,660,524,"Gramercy Park and Murray Hill"
"10016",4,15,26,0,1006,906,1036,"Gramercy Park and Murray Hill"
"10016",0,12,21,0,1053,984,1076,"Gramercy Park and Murray Hill"
"10016",5,18,29,0,1287,1361,1283,"Gramercy Park and Murray Hill"
"10016",3,0,21,0,587,526,605,"Gramercy Park and Murray Hill"
"10016",6,9,21,0,732,671,751,"Gramercy Park and Murray Hill"
"10016",1,16,25,0,954,789,998,"Gramercy Park and Murray Hill"
"10016",1,4,19,0,262,68,306,"Gramercy Park and Murray Hill"
"10016",5,15,28,0,1028,1012,1041,"Gramercy Park and Murray Hill"
"10016",6,20,26,0,1052,1053,1061,"Gramercy Park and Murray Hill"
"10016",5,16,29,0,998,918,1024,"Gramercy Park and Murray Hill"
"10016",6,10,22,0,971,986,976,"Gramercy Park and Murray Hill"
"10016",5,19,28,0,1355,1481,1339,"Gramercy Park and Murray Hill"
"10016",0,18,22,0,1199,1372,1172,"Gramercy Park and Murray Hill"
"10016",1,18,25,0,1208,1348,1189,"Gramercy Park and Murray Hill"
"10016",0,17,22,0,1045,1071,1049,"Gramercy Park and Murray Hill"
"10016",4,11,23,0,1079,1086,1087,"Gramercy Park and Murray Hill"
"10016",6,12,24,0,1066,1151,1056,"Gramercy Park and Murray Hill"
"10016",5,1,21,0,909,1021,893,"Gramercy Park and Murray Hill"
"10016",4,13,25,0,1054,1041,1065,"Gramercy Park and Murray Hill"
"10016",6,8,20,0,639,480,678,"Gramercy Park and Murray Hill"
"10016",0,13,21,0,1048,981,1071,"Gramercy Park and Murray Hill"
"10016",6,1,21,0,965,1161,931,"Gramercy Park and Murray Hill"
"10016",4,3,20,0,316,161,352,"Gramercy Park and Murray Hill"
"10016",3,15,26,0,1046,942,1077,"Gramercy Park and Murray Hill"
"10016",1,15,25,0,988,943,1006,"Gramercy Park and Murray Hill"
"10016",3,12,23,0,1097,1131,1099,"Gramercy Park and Murray Hill"
"10016",5,9,22,0,854,780,877,"Gramercy Park and Murray Hill"
"10016",2,0,22,0,518,400,548,"Gramercy Park and Murray Hill"
"10016",2,17,30,0,1007,985,1020,"Gramercy Park and Murray Hill"
"10016",2,8,20,0,1347,1495,1326,"Gramercy Park and Murray Hill"
"10016",6,11,23,0,1030,1127,1018,"Gramercy Park and Murray Hill"
"10016",5,20,28,0,1359,1501,1341,"Gramercy Park and Murray Hill"
"10016",0,4,18,0,280,83,324,"Gramercy Park and Murray Hill"
"10016",4,4,19,0,303,164,335,"Gramercy Park and Murray Hill"
"10016",4,16,27,0,973,766,1025,"Gramercy Park and Murray Hill"
"10016",1,7,19,0,1147,1129,1160,"Gramercy Park and Murray Hill"
"10016",3,3,18,0,301,98,347,"Gramercy Park and Murray Hill"
"10016",0,10,19,0,1087,980,1119,"Gramercy Park and Murray Hill"
"10016",1,22,23,0,1137,1098,1155,"Gramercy Park and Murray Hill"
"10016",4,2,20,0,372,273,397,"Gramercy Park and Murray Hill"
"10016",1,12,23,0,977,1032,974,"Gramercy Park and Murray Hill"
"10016",5,6,19,0,340,158,382,"Gramercy Park and Murray Hill"
"10016",0,2,19,0,282,86,326,"Gramercy Park and Murray Hill"
"10016",3,17,27,0,1031,962,1054,"Gramercy Park and Murray Hill"
"10016",4,22,24,0,1479,1589,1468,"Gramercy Park and Murray Hill"
"10016",6,2,20,0,739,891,713,"Gramercy Park and Murray Hill"
"10016",5,23,24,0,1410,1584,1385,"Gramercy Park and Murray Hill"
"10016",0,19,22,0,1237,1406,1212,"Gramercy Park and Murray Hill"
"10016",1,13,24,0,998,1017,1003,"Gramercy Park and Murray Hill"
"10016",3,10,21,0,1149,1139,1161,"Gramercy Park and Murray Hill"
"10016",1,19,25,0,1267,1448,1238,"Gramercy Park and Murray Hill"
"10016",5,12,25,0,1035,1117,1026,"Gramercy Park and Murray Hill"
"10016",1,0,21,0,483,346,516,"Gramercy Park and Murray Hill"
"10016",3,6,17,0,637,574,656,"Gramercy Park and Murray Hill"
"10016",2,21,27,0,1252,1402,1231,"Gramercy Park and Murray Hill"
"10016",2,14,28,0,1054,1065,1061,"Gramercy Park and Murray Hill"
"10016",2,11,24,0,1086,1104,1091,"Gramercy Park and Murray Hill"
"10016",1,17,25,0,970,1024,967,"Gramercy Park and Murray Hill"
"10016",4,17,27,0,1000,993,1010,"Gramercy Park and Murray Hill"
"10016",1,8,20,0,1255,1408,1233,"Gramercy Park and Murray Hill"
"10016",6,23,23,0,855,632,911,"Gramercy Park and Murray Hill"
"10016",3,22,23,0,1302,1460,1279,"Gramercy Park and Murray Hill"
"10016",6,7,20,0,457,302,494,"Gramercy Park and Murray Hill"
"10016",4,7,20,0,1049,993,1070,"Gramercy Park and Murray Hill"
"10016",6,13,25,0,1028,1014,1040,"Gramercy Park and Murray Hill"
"10016",6,22,24,0,922,834,949,"Gramercy Park and Murray Hill"
"10016",0,3,18,0,272,58,320,"Gramercy Park and Murray Hill"
"10016",3,2,18,0,314,144,353,"Gramercy Park and Murray Hill"
"10016",3,21,25,0,1310,1451,1291,"Gramercy Park and Murray Hill"
"10016",4,23,23,0,1495,1593,1487,"Gramercy Park and Murray Hill"
"10016",1,21,24,0,1228,1335,1215,"Gramercy Park and Murray Hill"
"10016",1,14,24,0,1003,1024,1008,"Gramercy Park and Murray Hill"
"10016",3,20,26,0,1340,1496,1318,"Gramercy Park and Murray Hill"
"10016",5,8,20,0,772,542,828,"Gramercy Park and Murray Hill"
"10016",5,17,29,0,1018,1065,1017,"Gramercy Park and Murray Hill"
"10016",2,10,22,0,1125,1129,1134,"Gramercy Park and Murray Hill"
"10016",3,19,26,0,1337,1451,1323,"Gramercy Park and Murray Hill"
"10016",0,1,19,0,324,160,361,"Gramercy Park and Murray Hill"
"10016",4,0,22,0,848,918,840,"Gramercy Park and Murray Hill"
"10016",6,0,22,0,1212,1524,1155,"Gramercy Park and Murray Hill"
"10016",1,3,19,0,258,44,306,"Gramercy Park and Murray Hill"
"10016",0,9,19,0,1265,1243,1281,"Gramercy Park and Murray Hill"
"10016",0,0,19,0,452,323,484,"Gramercy Park and Murray Hill"
"10016",5,11,24,0,1035,1094,1032,"Gramercy Park and Murray Hill"
"10016",2,23,24,0,1080,1018,1103,"Gramercy Park and Murray Hill"
"10016",5,14,28,0,1015,1072,1012,"Gramercy Park and Murray Hill"
"10016",2,13,27,0,1056,1060,1064,"Gramercy Park and Murray Hill"
"10016",1,20,24,0,1262,1470,1228,"Gramercy Park and Murray Hill"
"10016",2,7,19,0,1187,1175,1200,"Gramercy Park and Murray Hill"
"10016",0,16,22,0,1002,855,1042,"Gramercy Park and Murray Hill"
"10016",5,22,25,0,1384,1556,1359,"Gramercy Park and Murray Hill"
"10016",5,10,23,0,987,952,1002,"Gramercy Park and Murray Hill"
"10016",2,12,26,0,1063,1103,1064,"Gramercy Park and Murray Hill"
"10016",0,15,22,0,1046,988,1068,"Gramercy Park and Murray Hill"
"10016",0,21,21,0,1186,1198,1194,"Gramercy Park and Murray Hill"
"10016",0,5,18,0,329,175,364,"Gramercy Park and Murray Hill"
"10016",5,2,20,0,653,675,654,"Gramercy Park and Murray Hill"
"10016",3,5,17,0,344,172,384,"Gramercy Park and Murray Hill"
"10016",6,6,19,0,312,199,339,"Gramercy Park and Murray Hill"
"10016",3,13,25,0,1096,1087,1107,"Gramercy Park and Murray Hill"
"10016",6,14,26,0,1016,1001,1028,"Gramercy Park and Murray Hill"
"10016",3,4,17,0,300,107,344,"Gramercy Park and Murray Hill"
"10016",6,5,19,0,301,202,325,"Gramercy Park and Murray Hill"
"10016",2,15,29,0,1021,940,1047,"Gramercy Park and Murray Hill"
"10016",5,7,20,0,562,316,619,"Gramercy Park and Murray Hill"
"10016",2,1,21,0,369,210,406,"Gramercy Park and Murray Hill"
"10016",2,18,30,0,1227,1301,1222,"Gramercy Park and Murray Hill"
"10016",3,18,27,0,1266,1295,1270,"Gramercy Park and Murray Hill"
"10016",3,9,20,0,1306,1401,1296,"Gramercy Park and Murray Hill"
"10016",2,6,18,0,650,593,668,"Gramercy Park and Murray Hill"
"10016",6,18,27,0,1058,1090,1060,"Gramercy Park and Murray Hill"
"10016",0,20,21,0,1244,1401,1221,"Gramercy Park and Murray Hill"
"10016",5,5,19,0,291,123,330,"Gramercy Park and Murray Hill"
"10016",0,11,20,0,1055,959,1084,"Gramercy Park and Murray Hill"
